"","Species","Biome","Growth.Form","Ever.Decid","TLP","totRWCtlp","Po","LMA","SWC","Ref","LMA_imputed","SWC_imputed","Lat","Lon","Treatment","ApoFrac","sympRWCtlp","T.S.L.H","Wild.Garden","Life.Stage","Psi.PD","Psi.min","Rehydrated","Elev","SWA","LWAtlp","water_loss.m2","CFT.g.m2","Other.Notes","Dataset","RWCslope","water_loss.g","Family","Genus","Species_name","Gymno.Angio"
"42","Sequoiadendron giganteum","TemperateConifer","W","E",-2.60868,83.689,-2.09964,548.28959,1.08126,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 80.2",0.19288,79.791,"T","Wild","Ad",NA,NA,"Y",1504,592.8436020834,496.144882147577,96.6987199358234,37.0680650504559,"Metadata and raw data files are provided.","Contributed",-42.55017948,-89.40830814,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"43","Sequoiadendron giganteum","TemperateConifer","W","E",-2.27873,85.444,-1.85972,555.71212,1.38474,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 79.2",0.2284,81.135,"T","Wild","Ad",NA,NA,"Y",1504,769.5168010488,657.505935488137,112.010865560663,49.1549527853951,"Metadata and raw data files are provided.","Contributed",-33.16919388,-116.93298456,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"44","Sequoiadendron giganteum","TemperateConifer","W","E",-2.34436,84.799,-1.8073,542.71895,1.16112,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 75.7",0.3753,75.667,"T","Wild","Ad",NA,NA,"Y",1504,630.161827224,534.37092786768,95.7908993563202,40.860149190534,"Metadata and raw data files are provided.","Contributed",-35.63661636,-97.30069488,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"45","Sequoiadendron giganteum","TemperateConifer","W","E",-2.08587,87.742,-1.69578,626.33988,1.54351,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 74.3",0.36342,80.744,"T","Wild","Ad",NA,NA,"Y",1504,966.7618681788,848.256198377443,118.505669801357,56.8135453318554,"Metadata and raw data files are provided.","Contributed",-25.56859446,-133.88714442,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"46","Sequoiadendron giganteum","TemperateConifer","W","E",-1.86356,87.476,-1.42932,509.22349,1.52204,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 68.4",0.48149,75.845,"T","Wild","Ad",NA,NA,"Y",1504,775.0585207196,677.990191584677,97.0683291349227,52.0875792219852,"Metadata and raw data files are provided.","Contributed",-23.33922544,-131.61993104,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"47","Sequoiadendron giganteum","TemperateConifer","W","E",-2.22051,85.659,-1.67808,519.76971,1.30671,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 68.1",0.43289,74.712,"T","Wild","Ad",NA,NA,"Y",1504,679.1882777541,581.785886841385,97.4023909127155,43.8648737959818,"Metadata and raw data files are provided.","Contributed",-31.84433391,-110.62476189,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"48","Sequoiadendron giganteum","TemperateConifer","W","E",-2.15865,86.891,-1.74528,514.31812,1.3282,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 67.2",0.33971,80.146,"T","Wild","Ad",NA,NA,"Y",1504,683.117326984,593.567476589668,89.5498503943326,41.4841916912573,"Metadata and raw data files are provided.","Contributed",-28.29774285,-114.0804262,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"49","Sequoiadendron giganteum","TemperateConifer","W","E",-1.99256,87.516,-1.58646,562.02371,1.42535,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 64.3",0.40552,79,"T","Wild","Ad",NA,NA,"Y",1504,801.0804950485,701.073606046645,100.006889001855,50.1901518658684,"Metadata and raw data files are provided.","Contributed",-24.87511904,-123.3155806,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"50","Sequoiadendron giganteum","TemperateConifer","W","E",-1.79887,89.966,-1.421,532.05637,1.50029,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 64.1",0.53155,78.58,"T","Wild","Ad",NA,NA,"Y",1504,798.2388513473,718.143565003112,80.095286344188,44.5253333171313,"Metadata and raw data files are provided.","Contributed",-18.04986158,-133.47480014,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"51","Sequoiadendron giganteum","TemperateConifer","W","E",-2.18412,85.094,-1.76919,464.63736,1.39212,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 63.2",0.234,80.54,"T","Wild","Ad",NA,NA,"Y",1504,646.8309616032,550.414338466627,96.416623136573,44.144379950082,"Metadata and raw data files are provided.","Contributed",-32.55649272,-117.06893928,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"52","Sequoiadendron giganteum","TemperateConifer","W","E",-1.7898,88.776,-1.40466,481.83684,2.02726,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 59",0.48499,78.206,"T","Wild","Ad",NA,NA,"Y",1504,976.8085522584,867.171560352917,109.636991905483,61.2565604567454,"Metadata and raw data files are provided.","Contributed",-20.0887152,-177.94477376,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"53","Sequoiadendron giganteum","TemperateConifer","W","E",-2.38522,85.464,-1.96341,530.93799,1.37172,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 58.9",0.20865,81.632,"T","Wild","Ad",NA,NA,"Y",1504,728.2982596428,622.432824621123,105.865435021677,44.3839289548458,"Metadata and raw data files are provided.","Contributed",-34.67155792,-115.86095808,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"54","Sequoiadendron giganteum","TemperateConifer","W","E",-1.95401,86.302,-1.59594,464.63736,1.89698,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 55",0.26633,81.33,"T","Wild","Ad",NA,NA,"Y",1504,881.4077791728,760.67254158171,120.73523759109,61.7884440668625,"Metadata and raw data files are provided.","Contributed",-26.76602898,-161.81618796,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"55","Sequoiadendron giganteum","TemperateConifer","W","E",-2.19117,86.839,-1.6251,517.38141,1.21657,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 53.9",0.51213,73.023,"T","Wild","Ad",NA,NA,"Y",1504,629.4307019637,546.591327278257,82.8393746854425,37.80600076007,"Metadata and raw data files are provided.","Contributed",-28.83798837,-104.42915223,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"56","Sequoiadendron giganteum","TemperateConifer","W","E",-1.64777,90.399,-1.29061,475.25852,1.62078,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 45",0.58212,77.024,"T","Wild","Ad",NA,NA,"Y",1504,770.2895040456,696.334008762182,73.955495283418,44.8821712274274,"Metadata and raw data files are provided.","Contributed",-15.82023977,-144.89611122,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"57","Sequoiadendron giganteum","TemperateConifer","W","E",-1.9557,89.009,-1.64721,442.74877,1.69735,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 38.5",0.32105,83.812,"T","Wild","Ad",NA,NA,"Y",1504,751.4996247595,668.902301002183,82.5973237573166,42.2341482626766,"Metadata and raw data files are provided.","Contributed",-21.4950987,-149.38207615,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"58","Sequoiadendron giganteum","TemperateConifer","W","E",-1.82597,88.862,-1.50719,489.54274,1.78802,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 37.3",0.3782,82.088,"T","Wild","Ad",NA,NA,"Y",1504,875.3122099748,777.819936027807,97.4922739469932,53.39204584248,"Metadata and raw data files are provided.","Contributed",-20.33765386,-157.09901324,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"59","Sequoiadendron giganteum","TemperateConifer","W","E",-1.42542,92.516,-1.13107,496.8929,1.88396,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 30.6",0.64992,78.623,"T","Wild","Ad",NA,NA,"Y",1504,936.126347884,866.066652008361,70.0596958756386,49.1502124816816,"Metadata and raw data files are provided.","Contributed",-10.66784328,-172.41248336,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"60","Sequoiadendron giganteum","TemperateConifer","W","E",-1.93325,89.532,-1.57824,470.11176,1.68858,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 29.4",0.44693,81.072,"T","Wild","Ad",NA,NA,"Y",1504,793.8213157008,710.72410037324,83.0972153275599,42.9831709957635,"Metadata and raw data files are provided.","Contributed",-20.237261,-149.49336456,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"61","Sequoiadendron giganteum","TemperateConifer","W","E",-1.22476,93.982,-1.00733,515.50989,1.66727,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 24.8",0.66778,81.884,"T","Wild","Ad",NA,NA,"Y",1504,859.4941743003,807.769814890908,51.724359409392,42.2322409365035,"Metadata and raw data files are provided.","Contributed",-7.37060568,-155.02609914,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"62","Sequoiadendron giganteum","TemperateConifer","W","E",-1.05546,91.973,-0.86479,496.6518,1.48835,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 66, Height: 15.3",0.56373,81.601,"T","Wild","Ad",NA,NA,"Y",1504,739.19170653,679.856788246837,59.3349182831631,56.2171169756913,"Metadata and raw data files are provided.","Contributed",-8.47217742,-135.39966455,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"63","Sequoiadendron giganteum","TemperateConifer","W","E",-2.19261,84.371,-1.65193,521.78407,1.2745,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 143, Height: 85.9",0.38562,74.561,"T","Wild","Ad",NA,NA,"Y",1504,665.013797215,561.078790848268,103.935006366732,47.4024137291777,"Metadata and raw data files are provided.","Contributed",-34.26830169,-106.2563395,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"64","Sequoiadendron giganteum","TemperateConifer","W","E",-2.3182,84.563,-1.6683,540.63814,1.02843,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 143, Height: 85.3",0.46425,71.186,"T","Wild","Ad",NA,NA,"Y",1504,556.0084823202,470.177452904431,85.8310294157693,37.024859553002,"Metadata and raw data files are provided.","Contributed",-35.7860534,-85.93869609,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"65","Sequoiadendron giganteum","TemperateConifer","W","E",-2.21597,83.911,-1.64745,496.73222,1.0185,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 143, Height: 84.9",0.40921,72.767,"T","Wild","Ad",NA,NA,"Y",1504,505.92176607,424.524013126998,81.3977529430023,36.7323352495757,"Metadata and raw data files are provided.","Contributed",-35.65274133,-84.4448535,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"66","Sequoiadendron giganteum","TemperateConifer","W","E",-2.46896,83.912,-1.85083,585.19646,1.02196,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 143, Height: 81.2",0.38209,73.964,"T","Wild","Ad",NA,NA,"Y",1504,598.0473742616,501.833512690394,96.2138615712062,38.9693885568037,"Metadata and raw data files are provided.","Contributed",-39.72062848,-84.73274752,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"67","Sequoiadendron giganteum","TemperateConifer","W","E",-2.05203,87.836,-1.56566,578.2815,1.49096,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 143, Height: 76.1",0.50317,75.516,"T","Wild","Ad",NA,NA,"Y",1504,862.19458524,757.317235891406,104.877349348594,51.1090721620024,"Metadata and raw data files are provided.","Contributed",-24.96089292,-129.46900256,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"68","Sequoiadendron giganteum","TemperateConifer","W","E",-2.19229,85.029,-1.64176,582.37144,1.3286,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 143, Height: 75",0.41263,74.512,"T","Wild","Ad",NA,NA,"Y",1504,773.738695184,657.902275128003,115.836420055997,52.8380917013701,"Metadata and raw data files are provided.","Contributed",-32.82077359,-111.6409294,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
"69","Sequoiadendron giganteum","TemperateConifer","W","E",-1.88565,88.017,-1.31086,563.92014,1.46649,"Williams, C. B., Reese Næsborg, R., & Dawson, T. E. (2017). Coping with gravity: the foliar water relations of giant sequoia. Tree physiology, 37(10), 1312-1326.",0,0,"38.24825",-120.2385,"Tree: 143, Height: 71.6",0.61918,68.535,"T","Wild","Ad",NA,NA,"Y",1504,826.9832461086,727.885843727406,99.0974023811937,52.5534443726002,"Metadata and raw data files are provided.","Contributed",-22.59574395,-127.60956033,"Cupressaceae","Sequoiadendron","giganteum","Gymnosperm"
